word|transliteration|meaning|sentences
"""コート<div><font color=""""#8e8e93"""">(sport)</font></div>"""|こーと|"""<span style=""""color: rgb(0, 123, 196);"""">sports court</span>"""|新しいコートでテニスをしました。<br><br>コートの数え方は「面」です。
正直|しょうじき|honest, upright|彼女はとても正直だ。<br><br>自分の気持ちを正直に言ってください。
ドラマ|どらま|drama|私はドラマを見るのが好きです。<br><br>私は昼のドラマを毎日見ます。
ビザ|びざ|visa|学生ビザを持っています。<br><br>その国はビザなしで入れますか。
水道|すいどう|"""<span style=""""color: rgb(14, 130, 255);"""">water service,</span> <font color=""""#8e8e93"""">water supply, channel</font>"""|東京は水道の水がまずい。<br><br>この国では水道の水を飲んではいけません。
店員|てんいん|"""clerk, salesperson, employee,<span style=""""color: rgb(142, 142, 147);""""> shop assistant, cashier</span>"""|あの店員はとても親切です。<br><br>店員は若い女の人でした。
電池|でんち|"""<font color=""""#0a84ff"""">battery</font>"""|新しい電池を入れましょう。<br><br>携帯電話の電池が切れている。
ポケット|ぽけっと|pocket|財布をポケットにしまった。<br><br>右のポケットにハンカチが入っています。
握手|あくしゅ|handshake|彼らは握手をした。<br><br>卒業式のあと、先生と握手しました。
そろそろ|そろそろ|"""<span style=""""color: rgb(255, 170, 0);"""">it's about time, soon</span>"""|そろそろ始めましょうか。<br><br>ではそろそろ失礼します。
ぶどう|ぶどう|"""<span style=""""color: rgb(170, 0, 255);"""">grapes</span>"""|私はぶどうが好きです。<br><br>このぶどうは酸っぱいです。
迷う|まよう|"""<span style=""""color: rgb(14, 130, 255);"""">to get lost</span>"""|道に迷いました。<br><br>途中で迷って遅くなってしまいました。
見物|けんぶつ|"""<span style=""""color: rgb(14, 130, 255);"""">sightseeing, visit</span>"""|みんなで東京見物をした。<br><br>今日、浅草を見物しました。
知らせる|しらせる|"""<span style=""""color: rgb(14, 130, 255);"""">to inform, notify, </span><span style=""""color: rgb(102, 102, 102);"""">let someone know (direct object を)</span>"""|みんなに会議の日にちを知らせた。<br><br>友達がコンサートの時間を知らせてくれました。
神社|じんじゃ|Shinto shrine|京都には神社がたくさんある。<br><br>今日、神社でお祭りがあります。
注射|ちゅうしゃ|"""<span style=""""color: rgb(255, 170, 0);"""">injection, shot</span>"""|彼は注射があまり好きではありません。<br><br>熱が高かったので注射をしました。
めったに|めったに|"""<span style=""""color: rgb(14, 130, 255);"""">rarely, seldom</span><div><font color=""""#8e8e93"""">(neg sentences only)</font></div>"""|彼女はめったに怒りません。<br><br>私はめったにテレビを見ません。
作文|さくぶん|"""<span style=""""color: rgb(255, 170, 0);"""">writing, essay </span><font color=""""#8e8e93"""">(for school)</font>"""|日本語で作文を書きました。<br><br>先生に作文をたくさん直されました。
鳴る|なる|"""<span style=""""color: rgb(255, 170, 0);"""">to ring, sound</span>&nbsp;<font color=""""#8e8e93"""">(no direct object が)</font>"""|今朝、5時に電話が鳴った。<br><br>玄関のベルが鳴った。
真面目|まじめ|"""<font color=""""#34c759"""">serious and sincere </font><font color=""""#8e8e93"""">(な adj)</font>"""|彼は真面目な人です。<br><br>彼は真面目な学生です。
申し込む|もうしこむ|"""to apply, sign up <font color=""""#8e8e93"""">(direct object)</font>"""|彼女はそのセミナーに申し込んだ。<br><br>日本語の試験を受けるなら、来月5日までに申し込んでください。
冷蔵庫|れいぞうこ|refrigerator|飲み物は冷蔵庫にあります。<br><br>冷蔵庫が故障しました。
気に入る|きにいる|"""<font color=""""#ff9500"""">to like,</font> <font color=""""#ff9500"""">grow fond of</font>"""|新しい靴がとても気に入りました。<br><br>私はこのかばんが気に入っています。
クリスマス|くりすます|Christmas|クリスマスにはケーキを食べます。<br><br>クリスマスに雪が降りました。
ネクタイ|ねくたい|"""<span style=""""color: rgb(14, 146, 255);"""">tie, necktie</span>"""|父の日にネクタイをプレゼントした。<br><br>うちの会社では、男性はネクタイをしないといけません。
誕生日|たんじょうび|birthday|彼女の誕生日は7月16日です。<br><br>誕生日にプレゼントをもらいました。
独身|どくしん|"""<font color=""""#af52de"""">single, unmarried</font>"""|私の兄はまだ独身です。<br><br>私はずっと独身でいたいです。
苦い|にがい|"""<font color=""""#ff9500"""">bitter</font>"""|私は苦いコーヒーが好きです。<br><br>この薬はとても苦いです。
バイオリン|ばいおりん|violin|彼女はバイオリンを習っています。<br><br>娘は今、バイオリンを練習しています。
バッグ|ばっぐ|bag|私は黒いバッグを持っています。<br><br>母は高いバッグをたくさん持っています。
今まで|いままで|until now|今までどこにいたのですか。<br><br>私は今までとは違いますよ。
切符|きっぷ|(train) ticket|東京までの切符を買った。<br><br>往復切符をください。
ゴム|ごむ|"""<span style=""""color: rgb(244, 137, 167);"""">elastic, rubber</span>"""|ゴムが伸びてしまった。<br><br>私は海にゴムボートを持っていきました。
少々|しょうしょう|"""<font color=""""#ff9500"""">a little, a bit</font>"""|塩を少々入れてください。<br><br>少々お待ちください。
随分|ずいぶん|"""<font color=""""#ff9500"""">extremely, considerably,</font> <font color=""""#8e8e93"""">very</font>"""|随分早く終わったね。<br><br>随分ひどいことを言いますね。
引っ張る|ひっぱる|"""<span style=""""color: rgb(255, 170, 0);"""">to pull, drag, </span><font color=""""#8e8e93"""">stretch</font><span style=""""color: rgb(255, 170, 0);"""">&nbsp;</span><font color=""""#8e8e93"""">(direct object)</font>"""|娘が私の手を引っ張った。<br><br>その女の子は犬に引っ張られている。
焼ける|やける|"""<font color=""""#ff9500"""">to cook, </font><font color=""""#ff3b30"""">burn</font>, <font color=""""#8e8e93"""">bake, grill</font> <font color=""""#8e8e93"""">(no direct object)</font>"""|肉が焼けました。<br><br>その家は火事で焼けてしまいました。
鉛筆|えんぴつ|"""<font color=""""#ff9500"""">pencil</font>"""|鉛筆を貸してください。<br><br>紙と鉛筆はありますか。
会話|かいわ|conversation|親子の会話は大切です。<br><br>あの夫婦は会話がない。
ギター|ぎたー|guitar|彼女はギターが得意です。<br><br>彼はギターを弾きます。
茶|ちゃ|"""<font color=""""#34c759"""">tea</font> <span style=""""color: rgb(102, 102, 102);"""">(plain form)</span>"""|私たちは毎日お茶を飲みます。<br><br>私のおばあちゃんは熱いお茶が好きです。
暑さ|あつさ|"""heat <font color=""""#8e8e93"""">(of weather)</font>"""|今年の夏は暑さが厳しい。<br><br>この暑さでみんな疲れています。
胃|い|stomach|昨日から胃が痛い。<br><br>たくさん食べて胃が苦しいです。
禁煙|きんえん|"""<span style=""""color: rgb(255, 159, 10);"""">non-smoking</span>"""|彼は今、禁煙しています。<br><br>この席は禁煙です。
丸い|まるい|circular, round|地球は丸い。<br><br>あの子は少し顔が丸くなりましたね。
写る|うつる|"""<span style=""""color: rgb(14, 130, 255);"""">to be photographed, be reflected </span><span style=""""color: rgb(102, 102, 102);"""">(on a surface), appear in a photo</span>&nbsp;<br><span style=""""color: rgb(102, 102, 102);"""">(no direct object)</span>"""|このカメラはよく写りますよ。<br><br>この写真に知らない人が写っています。
喫茶店|きっさてん|café, coffee shop|喫茶店でコーヒーを飲んだ。<br><br>いつもの喫茶店で3時に会いましょう。
やっぱり|やっぱり|"""as expected, after all, <span style=""""color: rgb(102, 102, 102);"""">in the end,&nbsp;just as I thought<br></span>"""|やっぱり旅が大好きだ。<br><br>やっぱり彼は来ませんでした。
週刊誌|しゅうかんし|weekly magazine|その週刊誌はゴシップばかりだ。<br><br>この週刊誌を毎週買っているの。
棚|たな|"""<font color=""""#ff9500"""">shelf, rack</font>"""|大きな棚はとても便利です。<br><br>棚からその箱を下ろしてください。
震える|ふるえる|"""<font color=""""#007aff"""">to tremble, shake</font> <font color=""""#8e8e93"""">(no direct object)</font>"""|彼は寒くて震えていました。<br><br>授業中、笑うのを我慢して肩が震えた。
磨く|みがく|"""to polish, brush, <font color=""""#8e8e93"""">grind (direct object を)</font>"""|靴を磨いてください。<br><br>私は日本語のスキルを磨きたいです。
カーテン|かーてん|curtain|朝、カーテンを開けた。<br><br>暗くなったので、カーテンを閉めてください。
火事|かじ|"""fire, <font color=""""#8e8e93"""">blaze (uncontrolled)</font>"""|火事です。119番に電話してください。<br><br>その家は火事で焼けてしまいました。
ナイフ|ないふ|knife|ナイフで手を切った。<br><br>そのナイフはよく切れます。
皆さん|みなさん|everybody, everyone (polite)|皆さんにお話があります。<br><br>皆さん、静かにしてください。
受ける|うける|"""to receive, take <span style=""""color: rgb(102, 102, 102);"""">(exam, damage)</span>, undergo, <font color=""""#8e8e93"""">get</font>&nbsp;<div><span style=""""color: rgb(102, 102, 102);"""">(direct object を)</span></div>"""|彼は就職試験を受けた。<br><br>日本語の試験を受けるなら、来月5日までに申し込んでください。
付く|つく|"""<span style=""""color: rgb(255, 170, 0);"""">to be stuck to</span>, be clung to <span style=""""color: rgb(102, 102, 102);"""">(no direct object)</span>"""|靴に泥が付いています。<br><br>猫の毛がセーターに付いた。
